Code Insee,Commune,Latitude,Longitude
03214,Rocles,46.444,3.037
03215,Rongères,46.298,3.452
03219,Saint-Bonnet-de-Four,46.315,2.905
03221,Saint-Bonnet-Tronçais,46.67,2.696
03222,Saint-Caprais,46.545,2.74
03223,Saint-Christophe-en-Bourbonnais,46.166,3.578
03225,Saint-Désiré,46.507,2.45
03226,Saint-Didier-en-Donjon,46.383,3.861
03228,Saint-Éloy-d'Allier,46.497,2.363
03234,Saint-Gérand-de-Vaux,46.384,3.407
03235,Saint-Gérand-le-Puy,46.264,3.512
03239,Saint-Léger-sur-Vouzance,46.409,3.937
03242,Saint-Loup,46.355,3.376
03243,Saint-Marcel-en-Murat,46.322,3.005
03245,Saint-Martin-des-Lais,46.674,3.657
03246,Saint-Martinien,46.333,2.443
03250,Saint-Pierre-Laval,46.196,3.77
03256,Saint-Priest-en-Murat,46.356,2.903
03257,Saint-Prix,46.225,3.649
03260,Saint-Sornin,46.412,3.004
03263,Saint-Voir,46.41,3.506
03269,Sauvagny,46.434,2.8
03270,Sazeret,46.347,2.97
03272,Servilly,46.28,3.59
03274,Sorbier,46.361,3.658
03282,Theneuille,46.588,2.88
03285,Tortezais,46.446,2.873
03289,Treteau,46.368,3.52
03291,Trézelles,46.32,3.597
03292,Tronget,46.419,3.089
03293,Urçay,46.634,2.614
03296,Valigny,46.716,2.82
03297,Vallon-en-Sully,46.54,2.617
03298,Varennes-sur-Allier,46.317,3.4
03299,Varennes-sur-Tèche,46.318,3.637
03301,Vaux,46.421,2.574
03303,Venas,46.473,2.767
03308,Vernusse,46.26,2.972
03312,Vieure,46.5,2.882
03313,Le Vilhain,46.562,2.793
03315,Villefranche-d'Allier,46.396,2.841
03317,Viplaix,46.462,2.37
03319,Voussac,46.326,3.073
04001,Aiglun,44.064,6.138
04004,Allemagne-en-Provence,43.789,6.031
04005,Allons,43.98,6.59
04006,Allos,44.262,6.627
04007,Angles,43.944,6.552
04008,Annot,43.962,6.664
04009,Archail,44.111,6.331
04012,Aubenas-les-Alpes,43.934,5.677
04016,Authon,44.249,6.151
04017,Auzet,44.305,6.311
04018,Banon,44.027,5.65
04020,Barles,44.273,6.253
04021,Barras,44.101,6.098
04022,Barrême,43.946,6.378
04023,Bayons,44.325,6.173
04024,Beaujeu,44.219,6.371
04025,Beauvezer,44.144,6.598
04027,Bevons,44.178,5.879
04028,Beynes,43.984,6.24
04030,Blieux,43.875,6.363
04031,Bras-d'Asse,43.926,6.126
04032,Braux,43.993,6.699
04035,Brunet,43.886,6.033
04036,Le Brusquet,44.168,6.304
04037,Le Caire,44.374,6.069
04039,Castellane,43.845,6.49
04040,Le Castellard-Mélan,44.202,6.132
04041,Le Castellet,43.92,5.979
04042,Castellet-lès-Sausses,44.04,6.734
04043,Val-de-Chalvagne,43.905,6.766
04046,Le Chaffaut-Saint-Jurson,44.023,6.141
04047,Champtercier,44.097,6.145
04050,Châteaufort,44.275,6.03
04051,Châteauneuf-Miravail,44.153,5.718
04054,Châteauredon,44.026,6.224
04055,Chaudon-Norante,43.992,6.317
04057,Clamensane,44.328,6.078
04058,Claret,44.374,5.965
04059,Clumanc,44.022,6.378
04061,Colmars,44.172,6.662
04065,Cruis,44.083,5.838
04067,Curel,44.177,5.673
04068,Dauphin,43.893,5.776
04069,Demandolx,43.87,6.574
04070,Digne-les-Bains,44.091,6.236
04072,Draix,44.13,6.372
04074,Entrages,44.038,6.269
04075,Entrepierres,44.196,6.022
04076,Entrevaux,43.95,6.802
04077,Entrevennes,43.938,6.034
04084,Estoublon,43.943,6.194
04085,Faucon-du-Caire,44.396,6.104
04087,Fontienne,44.007,5.794
04088,Forcalquier,43.96,5.788
04090,Le Fugeret,44.014,6.666
04091,Ganagobie,44.003,5.908
04092,La Garde,43.83,6.572
04095,L'Hospitalet,44.109,5.707
04097,La Javie,44.197,6.322
04099,Lambruisse,44.045,6.445
04101,Lardiers,44.085,5.727
04104,Limans,43.987,5.724
04106,Lurs,43.97,5.88
04107,Majastres,43.898,6.284
04110,Mallemoisson,44.042,6.118
04111,Mane,43.939,5.742
04113,Marcoux,44.128,6.28
04115,Méailles,44.04,6.645
04118,Melve,44.356,5.993
04121,Mézel,43.998,6.179
04122,Mirabeau,44.056,6.08
04123,Mison,44.262,5.866
04124,Montagnac-Montpezat,43.766,6.094
04130,Montlaux,44.041,5.85
04132,Montsalier,44.03,5.596
04133,Moriez,43.964,6.462
04134,La Motte-du-Caire,44.341,6.03
04135,Moustiers-Sainte-Marie,43.838,6.228
04136,La Mure-Argens,44.017,6.532
04137,Nibles,44.289,6.009
04138,Niozelles,43.932,5.847
04139,Noyers-sur-Jabron,44.169,5.81
04140,Les Omergues,44.153,5.589
04141,Ongles,44.031,5.725
04144,La Palud-sur-Verdon,43.797,6.327
04148,Peyroules,43.817,6.643
04151,Pierrerue,43.962,5.836
04155,Prads-Haute-Bléone,44.213,6.464
04156,Puimichel,43.979,6.025
04157,Puimoisson,43.871,6.122
04158,Quinson,43.708,6.023
04159,Redortiers,44.098,5.614
04162,Revest-des-Brousses,43.976,5.675
04163,Revest-du-Bion,44.094,5.54
04164,Revest-Saint-Martin,44.02,5.823
04166,Riez,43.828,6.082
04167,La Robine-sur-Galabre,44.193,6.23
